Wavelength (nm)	Transmission
200.0	2.4116890435977805e-11
218.1818181818182	2.4116890435977805e-11
236.36363636363637	2.4116890435977805e-11
254.54545454545453	1.6643322124010347e-10
272.72727272727275	1.6643322124010347e-10
290.9090909090909	1.6643322124010347e-10
309.09090909090907	1.6643322124010347e-10
327.27272727272725	3.5035293866745195e-09
345.45454545454544	3.5035293866745195e-09
363.6363636363637	3.5035293866745195e-09
381.8181818181818	3.5035293866745195e-09
400.0	2.1518548694646584e-09
418.18181818181813	2.1518548694646584e-09
436.3636363636364	2.1518548694646584e-09
454.5454545454545	2.1518548694646584e-09
472.72727272727275	2.154421342816411e-09
490.9090909090909	2.154421342816411e-09
509.09090909090907	2.154421342816411e-09
527.2727272727274	9.511033148229977e-08
545.4545454545455	9.511033148229977e-08
563.6363636363636	9.511033148229977e-08
581.8181818181818	9.511033148229977e-08
600.0	2.2377123700291216e-07
618.1818181818181	2.2377123700291216e-07
636.3636363636363	2.2377123700291216e-07
654.5454545454545	2.2377123700291216e-07
672.7272727272727	3.365817399137151e-07
690.9090909090909	3.365817399137151e-07
709.090909090909	3.365817399137151e-07
727.2727272727273	3.365817399137151e-07
745.4545454545455	4.634633693016873e-07
763.6363636363636	4.634633693016873e-07
781.8181818181818	4.634633693016873e-07
800.0	4.634633693016873e-07
818.1818181818181	5.015416196765428e-07
836.3636363636364	5.015416196765428e-07
854.5454545454545	5.015416196765428e-07
872.7272727272727	5.015416196765428e-07
890.9090909090909	4.950093521608093e-07
909.090909090909	4.950093521608093e-07
927.2727272727273	4.950093521608093e-07
945.4545454545455	4.902973110125003e-07
963.6363636363636	4.902973110125003e-07
981.8181818181818	4.902973110125003e-07
1000.0	4.902973110125003e-07
1018.1818181818181	4.840868374836103e-07
1036.3636363636365	4.840868374836103e-07
1054.5454545454547	4.840868374836103e-07
1072.7272727272727	4.840868374836103e-07
1090.909090909091	5.83558028364108e-07
1109.0909090909092	5.83558028364108e-07
1127.2727272727273	5.83558028364108e-07
1145.4545454545455	5.83558028364108e-07
1163.6363636363635	4.7079146879368515e-07
1181.8181818181818	4.7079146879368515e-07
1200.0	4.7079146879368515e-07
1218.181818181818	4.7079146879368515e-07
1236.3636363636363	5.673363485779101e-07
1254.5454545454545	5.673363485779101e-07
1272.7272727272727	5.673363485779101e-07
1290.909090909091	5.673363485779101e-07
1309.0909090909092	6.420687071933383e-07
1327.2727272727273	6.420687071933383e-07
1345.4545454545455	6.420687071933383e-07
1363.6363636363635	6.420687071933383e-07
1381.8181818181818	6.86254856487597e-07
1400.0	6.86254856487597e-07
1418.181818181818	6.86254856487597e-07
1436.3636363636363	6.110392130226997e-07
1454.5454545454545	6.110392130226997e-07
1472.7272727272727	6.110392130226997e-07
1490.909090909091	6.110392130226997e-07
1509.090909090909	7.451952939372133e-07
1527.2727272727273	7.451952939372133e-07
1545.4545454545455	7.451952939372133e-07
1563.6363636363635	7.451952939372133e-07
1581.8181818181818	6.703416516275804e-07
1600.0	6.703416516275804e-07
1618.181818181818	6.703416516275804e-07
1636.3636363636363	6.703416516275804e-07
1654.5454545454547	6.680468676840898e-07
1672.7272727272727	6.680468676840898e-07
1690.909090909091	6.680468676840898e-07
1709.090909090909	6.680468676840898e-07
1727.2727272727273	7.286238386277789e-07
1745.4545454545455	7.286238386277789e-07
1763.6363636363635	7.286238386277789e-07
1781.8181818181818	7.286238386277789e-07
1800.0	8.55724388656047e-07
1818.181818181818	8.55724388656047e-07
1836.3636363636363	8.55724388656047e-07
1854.5454545454545	8.55724388656047e-07
1872.7272727272727	8.209058503995646e-07
1890.909090909091	8.209058503995646e-07
1909.090909090909	8.209058503995646e-07
1927.2727272727273	8.116286639171263e-07
1945.4545454545455	8.116286639171263e-07
1963.6363636363635	8.116286639171263e-07
1981.8181818181818	8.116286639171263e-07
2000.0	8.853535697235488e-07
