time,disp_y_top,stressyy
0,0,0
5e-05,0.0001,0.0084565972260977
0.0001,0.0002,0.016913030567595
0.00015,0.0003,0.02536912774163
0.0002,0.0004,0.033824716327645
0.00025,0.0005,0.042279623697297
0.0003,0.0006,0.050733676942228
0.00035,0.0007,0.059186702799578
0.0004,0.0008,0.067638527574325
0.00045,0.0009,0.076088977061725
0.0005,0.001,0.084537876464971
0.00055,0.0011,0.092985050310579
0.0006,0.0012,0.10143032235881
0.00065,0.0013,0.10987351551127
0.0007,0.0014,0.11831445171242
0.00075,0.0015,0.12675295184439
0.0008,0.0016,0.13518883561954
0.00085,0.0017,0.14362192146037
0.0009,0.0018,0.15205202637611
0.00095,0.0019,0.1604789658313
0.001,0.002,0.16890255359334
0.00105,0.0021,0.17732260157626
0.0011,0.0022,0.18573891968159
0.00115,0.0023,0.19415131560966
0.0012,0.0024,0.202547560794
0.00125,0.0025,0.21094963118003
0.0013,0.0026,0.21932622616522
0.00135,0.0027,0.22772163699934
0.0014,0.0028,0.23611150411115
0.00145,0.0029,0.24449546957791
0.0015,0.003,0.2528739720286
0.00155,0.0031,0.26124665533596
0.0016,0.0032,0.26961319264736
0.00165,0.0033,0.27797331592958
0.0017,0.0034,0.2863265846016
0.00175,0.0035,0.29467315276016
0.0018,0.0036,0.3030127446868
0.00185,0.0037,0.31134438646864
0.0019,0.0038,0.31966814804611
0.00195,0.0039,0.32798380782345
0.002,0.004,0.33629097523601
0.00205,0.0041,0.34458922125135
0.0021,0.0042,0.35287160090289
0.00215,0.0043,0.36114939900116
0.0022,0.0044,0.36941694583058
0.00225,0.0045,0.37767308714161
0.0023,0.0046,0.38591687506241
0.00235,0.0047,0.39414709471189
0.0024,0.0048,0.40235138052241
0.00245,0.0049,0.41055488920615
0.0025,0.005,0.41873319059789
0.00255,0.0051,0.42687994738921
0.0026,0.0052,0.43497512578118
0.00265,0.0053,0.44296977359506
0.0027,0.0054,0.45080156429826
0.00275,0.0054999999999999,0.45862906665881
0.0028,0.0055999999999999,0.46649102193669
0.00285,0.0056999999999999,0.47426241627086
0.0029,0.0057999999999999,0.48190964774145
0.00295,0.0058999999999999,0.48923527493868
0.003,0.0059999999999999,0.49602854401901
0.00305,0.0060999999999999,0.50237103929169
0.0031,0.0061999999999999,0.50701687491575
0.00315,0.0062999999999999,0.5129602252397
0.0032,0.0063999999999999,0.52011720474749
0.00325,0.0064999999999999,0.52773578845345
0.0032999999999999,0.0065999999999999,0.53538080893619
0.0033499999999999,0.0066999999999999,0.54302638641004
0.0033999999999999,0.0067999999999999,0.55060689043329
0.0034499999999999,0.0068999999999999,0.55799251559495
0.0034999999999999,0.0069999999999999,0.56508572459773
0.0035499999999999,0.0070999999999999,0.5721678186522
0.0035999999999999,0.0071999999999999,0.57947660466342
0.0036499999999999,0.0072999999999999,0.5868395399148
0.0036999999999999,0.0073999999999999,0.59427494176127
0.0037499999999999,0.0074999999999999,0.60174903725395
0.0037999999999999,0.0075999999999999,0.60921829449575
0.0038499999999999,0.0076999999999999,0.61645269565803
0.0038999999999999,0.0077999999999999,0.62261428303195
0.0039499999999999,0.0078999999999999,0.62031320461601
