Wavelength (nm)	Transmission
200.0	2.522969963398997e-11
218.1818181818182	2.522969963398997e-11
236.36363636363637	2.522969963398997e-11
254.54545454545453	1.7041958646565908e-10
272.72727272727275	1.7041958646565908e-10
290.9090909090909	1.7041958646565908e-10
309.09090909090907	1.7041958646565908e-10
327.27272727272725	3.5205844893326603e-09
345.45454545454544	3.5205844893326603e-09
363.6363636363637	3.5205844893326603e-09
381.8181818181818	3.5205844893326603e-09
400.0	2.23913912012118e-09
418.18181818181813	2.23913912012118e-09
436.3636363636364	2.23913912012118e-09
454.5454545454545	2.23913912012118e-09
472.72727272727275	3.566996572333197e-09
490.9090909090909	3.566996572333197e-09
509.09090909090907	3.566996572333197e-09
527.2727272727274	1.2113206091900317e-07
545.4545454545455	1.2113206091900317e-07
563.6363636363636	1.2113206091900317e-07
581.8181818181818	1.2113206091900317e-07
600.0	3.211746903101478e-07
618.1818181818181	3.211746903101478e-07
636.3636363636363	3.211746903101478e-07
654.5454545454545	3.211746903101478e-07
672.7272727272727	3.972247173107337e-07
690.9090909090909	3.972247173107337e-07
709.090909090909	3.972247173107337e-07
727.2727272727273	3.972247173107337e-07
745.4545454545455	5.30333587366624e-07
763.6363636363636	5.30333587366624e-07
781.8181818181818	5.30333587366624e-07
800.0	5.30333587366624e-07
818.1818181818181	5.862159938129265e-07
836.3636363636364	5.862159938129265e-07
854.5454545454545	5.862159938129265e-07
872.7272727272727	5.862159938129265e-07
890.9090909090909	6.321689489820125e-07
909.090909090909	6.321689489820125e-07
927.2727272727273	6.321689489820125e-07
945.4545454545455	6.951109531533746e-07
963.6363636363636	6.951109531533746e-07
981.8181818181818	6.951109531533746e-07
1000.0	6.951109531533746e-07
1018.1818181818181	6.525830386974005e-07
1036.3636363636365	6.525830386974005e-07
1054.5454545454547	6.525830386974005e-07
1072.7272727272727	6.525830386974005e-07
1090.909090909091	5.404681644403699e-07
1109.0909090909092	5.404681644403699e-07
1127.2727272727273	5.404681644403699e-07
1145.4545454545455	5.404681644403699e-07
1163.6363636363635	5.75578112948036e-07
1181.8181818181818	5.75578112948036e-07
1200.0	5.75578112948036e-07
1218.181818181818	5.75578112948036e-07
1236.3636363636363	6.346849387567231e-07
1254.5454545454545	6.346849387567231e-07
1272.7272727272727	6.346849387567231e-07
1290.909090909091	6.346849387567231e-07
1309.0909090909092	6.445492919059452e-07
1327.2727272727273	6.445492919059452e-07
1345.4545454545455	6.445492919059452e-07
1363.6363636363635	6.445492919059452e-07
1381.8181818181818	8.010922095472313e-07
1400.0	8.010922095472313e-07
1418.181818181818	8.010922095472313e-07
1436.3636363636363	8.931214947416047e-07
1454.5454545454545	8.931214947416047e-07
1472.7272727272727	8.931214947416047e-07
1490.909090909091	8.931214947416047e-07
1509.090909090909	8.941721547389461e-07
1527.2727272727273	8.941721547389461e-07
1545.4545454545455	8.941721547389461e-07
1563.6363636363635	8.941721547389461e-07
1581.8181818181818	6.526318722994474e-07
1600.0	6.526318722994474e-07
1618.181818181818	6.526318722994474e-07
1636.3636363636363	6.526318722994474e-07
1654.5454545454547	6.68590047517172e-07
1672.7272727272727	6.68590047517172e-07
1690.909090909091	6.68590047517172e-07
1709.090909090909	6.68590047517172e-07
1727.2727272727273	6.401917616762362e-07
1745.4545454545455	6.401917616762362e-07
1763.6363636363635	6.401917616762362e-07
1781.8181818181818	6.401917616762362e-07
1800.0	7.594912198957802e-07
1818.181818181818	7.594912198957802e-07
1836.3636363636363	7.594912198957802e-07
1854.5454545454545	7.594912198957802e-07
1872.7272727272727	7.72418231235709e-07
1890.909090909091	7.72418231235709e-07
1909.090909090909	7.72418231235709e-07
1927.2727272727273	7.526939333617526e-07
1945.4545454545455	7.526939333617526e-07
1963.6363636363635	7.526939333617526e-07
1981.8181818181818	7.526939333617526e-07
2000.0	6.416377953833308e-07
