Wavelength (nm)	Transmission
200.0	3.095427829571928e-11
218.1818181818182	3.095427829571928e-11
236.36363636363637	3.095427829571928e-11
254.54545454545453	1.900246478338924e-10
272.72727272727275	1.900246478338924e-10
290.9090909090909	1.900246478338924e-10
309.09090909090907	1.900246478338924e-10
327.27272727272725	3.510703345987906e-09
345.45454545454544	3.510703345987906e-09
363.6363636363637	3.510703345987906e-09
381.8181818181818	3.510703345987906e-09
400.0	2.6522044156432164e-09
418.18181818181813	2.6522044156432164e-09
436.3636363636364	2.6522044156432164e-09
454.5454545454545	2.6522044156432164e-09
472.72727272727275	8.279275747622564e-09
490.9090909090909	8.279275747622564e-09
509.09090909090907	8.279275747622564e-09
527.2727272727274	3.004934889922404e-07
545.4545454545455	3.004934889922404e-07
563.6363636363636	3.004934889922404e-07
581.8181818181818	3.004934889922404e-07
600.0	4.790422215010861e-07
618.1818181818181	4.790422215010861e-07
636.3636363636363	4.790422215010861e-07
654.5454545454545	4.790422215010861e-07
672.7272727272727	6.232452963979513e-07
690.9090909090909	6.232452963979513e-07
709.090909090909	6.232452963979513e-07
727.2727272727273	6.232452963979513e-07
745.4545454545455	6.495326109008263e-07
763.6363636363636	6.495326109008263e-07
781.8181818181818	6.495326109008263e-07
800.0	6.495326109008263e-07
818.1818181818181	7.254302261973709e-07
836.3636363636364	7.254302261973709e-07
854.5454545454545	7.254302261973709e-07
872.7272727272727	7.254302261973709e-07
890.9090909090909	7.3804796326569e-07
909.090909090909	7.3804796326569e-07
927.2727272727273	7.3804796326569e-07
945.4545454545455	9.96154759184239e-07
963.6363636363636	9.96154759184239e-07
981.8181818181818	9.96154759184239e-07
1000.0	9.96154759184239e-07
1018.1818181818181	9.018844891524367e-07
1036.3636363636365	9.018844891524367e-07
1054.5454545454547	9.018844891524367e-07
1072.7272727272727	9.018844891524367e-07
1090.909090909091	8.800652860109995e-07
1109.0909090909092	8.800652860109995e-07
1127.2727272727273	8.800652860109995e-07
1145.4545454545455	8.800652860109995e-07
1163.6363636363635	8.748321666308858e-07
1181.8181818181818	8.748321666308858e-07
1200.0	8.748321666308858e-07
1218.181818181818	8.748321666308858e-07
1236.3636363636363	8.037802219158839e-07
1254.5454545454545	8.037802219158839e-07
1272.7272727272727	8.037802219158839e-07
1290.909090909091	8.037802219158839e-07
1309.0909090909092	7.513426962788895e-07
1327.2727272727273	7.513426962788895e-07
1345.4545454545455	7.513426962788895e-07
1363.6363636363635	7.513426962788895e-07
1381.8181818181818	7.658426451071211e-07
1400.0	7.658426451071211e-07
1418.181818181818	7.658426451071211e-07
1436.3636363636363	8.052647399361023e-07
1454.5454545454545	8.052647399361023e-07
1472.7272727272727	8.052647399361023e-07
1490.909090909091	8.052647399361023e-07
1509.090909090909	9.254147439521509e-07
1527.2727272727273	9.254147439521509e-07
1545.4545454545455	9.254147439521509e-07
1563.6363636363635	9.254147439521509e-07
1581.8181818181818	9.085276690601866e-07
1600.0	9.085276690601866e-07
1618.181818181818	9.085276690601866e-07
1636.3636363636363	9.085276690601866e-07
1654.5454545454547	9.565586947465587e-07
1672.7272727272727	9.565586947465587e-07
1690.909090909091	9.565586947465587e-07
1709.090909090909	9.565586947465587e-07
1727.2727272727273	8.474324882902224e-07
1745.4545454545455	8.474324882902224e-07
1763.6363636363635	8.474324882902224e-07
1781.8181818181818	8.474324882902224e-07
1800.0	9.56960583927501e-07
1818.181818181818	9.56960583927501e-07
1836.3636363636363	9.56960583927501e-07
1854.5454545454545	9.56960583927501e-07
1872.7272727272727	1.0507175608595336e-06
1890.909090909091	1.0507175608595336e-06
1909.090909090909	1.0507175608595336e-06
1927.2727272727273	1.0764808156735027e-06
1945.4545454545455	1.0764808156735027e-06
1963.6363636363635	1.0764808156735027e-06
1981.8181818181818	1.0764808156735027e-06
2000.0	9.256305845924069e-07
