time,disp_y_top,stressyy
0,0,0
5e-05,0.0001,0.0039438283812094
0.0001,0.0002,0.0078876146372104
0.00015,0.0003,0.011831313649244
0.0002,0.0004,0.015774880298785
0.00025,0.0005,0.019718269469205
0.0003,0.0006,0.023661436046135
0.00035,0.0007,0.027604334918047
0.0004,0.0008,0.031546920976832
0.00045,0.0009,0.035489149118373
0.0005,0.001,0.039430974243125
0.00055,0.0011,0.043372351256689
0.0006,0.0012,0.047313235070383
0.00065,0.0013,0.051253580601818
0.0007,0.0014,0.055193342775465
0.00075,0.0015,0.059132476523219
0.0008,0.0016,0.063070936784974
0.00085,0.0017,0.067008678509177
0.0009,0.0018,0.070945656653386
0.00095,0.0019,0.074881826184857
0.001,0.002,0.078817142081054
0.00105,0.0021,0.082751559330233
0.0011,0.0022,0.086685032931982
0.00115,0.0023,0.090617517897764
0.0012,0.0024,0.094548969251463
0.00125,0.0025,0.098479342029921
0.0013,0.0026,0.10240859128347
0.00135,0.0027,0.10633667207647
0.0014,0.0028,0.11026353948782
0.00145,0.0029,0.11418914861149
0.0015,0.003,0.11811345455705
0.00155,0.0031,0.12203641245015
0.0016,0.0032,0.12595797743305
0.00165,0.0033,0.12987810466512
0.0017,0.0034,0.13379674932334
0.00175,0.0035,0.13771386660275
0.0018,0.0036,0.14162941171701
0.00185,0.0037,0.14554333989881
0.0019,0.0038,0.14945560640038
0.00195,0.0039,0.15336616649392
0.002,0.004,0.15727497547211
0.00205,0.0041,0.16118198864854
0.0021,0.0042,0.16508716135811
0.00215,0.0043,0.16899044895754
0.0022,0.0044,0.17289180682577
0.00225,0.0045,0.17679119036436
0.0023,0.0046,0.18068855499795
0.00235,0.0047,0.18458385617461
0.0024,0.0048,0.18847704936629
0.00245,0.0049,0.19236809006919
0.0025,0.005,0.19625693380412
0.00255,0.0051,0.2001435361169
0.0026,0.0052,0.20402785257872
0.00265,0.0053,0.20790983878646
0.0027,0.0053999999999999,0.21178945036307
0.00275,0.0054999999999999,0.21566664295787
0.0028,0.0055999999999999,0.21954137224689
0.00285,0.0056999999999999,0.22341359393344
