time,disp_y_top,stressyy
0,0,0
5e-05,0.0001,0.004095205310682
0.0001,0.0002,0.0081903622453643
0.00015,0.0003,0.012285419044599
0.0002,0.0004,0.016380323945563
0.00025,0.0005,0.020475025181927
0.0003,0.0006,0.024569470982312
0.00035,0.0007,0.028663609568985
0.0004,0.0008,0.032757389156525
0.00045,0.0009,0.036850757950487
0.0005,0.001,0.040943664146034
0.00055,0.0011,0.04503605592658
0.0006,0.0012,0.049127881462374
0.00065,0.0013,0.053219088909083
0.0007,0.0014,0.057309626406333
0.00075,0.0015,0.061399442076232
0.0008,0.0016,0.06548848402185
0.00085,0.0017,0.069576700325667
0.0009,0.0018,0.07366403904798
0.00095,0.0019,0.07775044822527
0.001,0.002,0.08183587586852
0.00105,0.0021,0.085920269961484
0.0011,0.0022,0.090003578458909
0.00115,0.0023,0.094085749284693
0.0012,0.0024,0.09816673033004
0.00125,0.0025,0.10224646945139
0.0013,0.0026,0.10632491446847
0.00135,0.0027,0.11040201316219
0.0014,0.0028,0.11447771327245
0.00145,0.0029,0.11855196249589
0.0015,0.003,0.12262470848359
0.00155,0.0031,0.1266958988386
0.0016,0.0032,0.13076548111343
0.00165,0.0033,0.13483340280746
0.0017,0.0034,0.1388996113642
0.00175,0.0035,0.14296405416844
0.0018,0.0036,0.14702667854333
0.00185,0.0037,0.15108743174731
0.0019,0.0038,0.1551462609709
0.00195,0.0039,0.15920311333334
0.002,0.004,0.16325793587939
0.00205,0.0041,0.16731067557508
0.0021,0.0042,0.17136127930443
0.00215,0.0043,0.17540969386538
0.0022,0.0044,0.17945586596575
0.00225,0.0045,0.18349974221902
0.0023,0.0046,0.18754126913911
0.00235,0.0047,0.19158039313652
0.0024,0.0048,0.19561706051292
0.00245,0.0049,0.19965121745627
0.0025,0.005,0.20368281003529
0.00255,0.0051,0.20771178419401
0.0026,0.0052,0.21171729466914
0.00265,0.0053,0.21521734315099
0.0027,0.0053999999999999,0.21922428549402
0.00275,0.0054999999999999,0.22321169718784
0.0028,0.0055999999999999,0.22719064099565
0.00285,0.0056999999999999,0.23117026448014
0.0029,0.0057999999999999,0.23515997099679
0.00295,0.0058999999999999,0.23914485154837
0.003,0.0059999999999999,0.24312188239088
0.00305,0.0060999999999999,0.24709543511433
0.0031,0.0061999999999999,0.25106229739878
0.00315,0.0062999999999999,0.25502097335593
0.0032,0.0063999999999999,0.25897301702016
0.00325,0.0064999999999999,0.26291341818009
0.0032999999999999,0.0065999999999999,0.26685145185558
0.0033499999999999,0.0066999999999999,0.27076674254478
0.0033999999999999,0.0067999999999999,0.2746375140711
0.0034499999999999,0.0068999999999999,0.27818272831222
0.0034999999999999,0.0069999999999999,0.27996321606985
0.0035499999999999,0.0070999999999999,0.28084541346565
0.0035999999999999,0.0071999999999999,0.28091939928419
0.0036499999999999,0.0072999999999999,0.28057381594269
0.0036999999999999,0.0073999999999999,0.27995764487984
0.0037499999999999,0.0074999999999999,0.27912736393986
0.0037999999999999,0.0075999999999999,0.26896556942928
0.0038499999999999,0.0076999999999999,0.25822610138509
0.0038999999999999,0.0077999999999999,0.24609084524515
0.0039449999999999,0.0078899999999998,0.23982728848742
0.0039924999999999,0.0079849999999998,0.2261637713933
0.0040424999999999,0.0080849999999998,0.21463756434691
0.0040924999999999,0.0081849999999998,0.20676414195686
0.0041324999999999,0.0082649999999998,0.19474636605132
0.0041824999999999,0.0083649999999998,0.18243545142491
0.0042324999999999,0.0084649999999998,0.16975728845138
0.0042824999999999,0.0085649999999998,0.15165531558657
0.0043199999999999,0.0086399999999998,0.1416745115652
0.0043674999999999,0.0087349999999998,0.1329178968685
0.0044174999999999,0.0088349999999998,0.13361281314596
0.0044537499999999,0.0089074999999998,0.12532849117698
0.0045037499999999,0.0090074999999998,0.11354147328751
0.0045537499999999,0.0091074999999998,0.10204724168666
0.0045924999999999,0.0091849999999998,0.08962460532849
0.0046349999999999,0.0092699999999998,0.079011741096501
0.0046762499999999,0.0093524999999998,0.060791559507948
0.0046943749999999,0.0093887499999998,0.045658020133793
0.0046974218749999,0.0093948437499998,0.02880707140055
0.0046976562499999,0.0093953124999998,0.010116492507242
0.0047028906249999,0.0094057812499998,0.0096624569791116
0.0047441406249999,0.0094882812499998,0.0096377051870964
0.0047941406249999,0.0095882812499998,0.0096894301961817
0.0048441406249999,0.0096882812499998,0.0097339796158712
0.0048941406249999,0.0097882812499998,0.0097780243700631
0.0049441406249999,0.0098882812499998,0.0098203923436655
0.0049941406249999,0.0099882812499998,0.009861342737202
0.0050441406249999,0.01008828125,0.0098999481425832
0.0050941406249999,0.01018828125,0.0099360611459734
0.0051441406249999,0.01028828125,0.0099653883481159
0.0051653906249999,0.01033078125,0.0098372198059875
0.0051738281249999,0.01034765625,0.0094276073938358
0.0052213281249999,0.01044265625,0.0094363423899359
0.0052713281249999,0.01054265625,0.0094673966210376
0.0053213281249999,0.01064265625,0.0094963594583749
0.0053713281249999,0.01074265625,0.0095237913560133
0.0053991406249999,0.01079828125,0.0095343060939757
0.0054013281249999,0.01080265625,0.0093081919194319
